epoch,accuracy,loss,val_accuracy,val_loss
0,0.08673469722270966,2.3206777572631836,0.1071428582072258,2.293449878692627
1,0.10969387739896774,2.2912940979003906,0.125,2.274986982345581
2,0.12117347121238708,2.2783281803131104,0.184523805975914,2.2614386081695557
3,0.13775509595870972,2.265714406967163,0.184523805975914,2.2446129322052
4,0.14030611515045166,2.2641782760620117,0.1130952388048172,2.2464418411254883
5,0.12372449040412903,2.2470531463623047,0.1428571492433548,2.2285327911376953
6,0.1734693944454193,2.246351480484009,0.2023809552192688,2.2184276580810547
7,0.14158163964748383,2.233638286590576,0.2797619104385376,2.1961140632629395
8,0.18367347121238708,2.2281291484832764,0.130952388048172,2.22971773147583
9,0.1658163219690323,2.2133982181549072,0.2738095223903656,2.179518461227417
10,0.1875,2.2001850605010986,0.244047611951828,2.16717791557312
11,0.1964285671710968,2.1832191944122314,0.2738095223903656,2.1480166912078857
12,0.19897958636283875,2.1696338653564453,0.2738095223903656,2.1387147903442383
13,0.2015306055545807,2.1738944053649902,0.3333333432674408,2.1049234867095947
14,0.2232142835855484,2.1575441360473633,0.3035714328289032,2.105289936065674
15,0.23852041363716125,2.135493516921997,0.2678571343421936,2.104243040084839
16,0.22448979318141937,2.120051622390747,0.2857142984867096,2.086575746536255
17,0.2410714328289032,2.1129648685455322,0.261904776096344,2.071483850479126
18,0.25,2.099358320236206,0.2976190447807312,2.057752847671509
19,0.21811224520206451,2.0884921550750732,0.3095238208770752,2.025580883026123
20,0.25255101919174194,2.0701839923858643,0.2976190447807312,2.0224971771240234
21,0.23979592323303223,2.0779316425323486,0.2916666567325592,2.0300400257110596
22,0.24362245202064514,2.0426454544067383,0.3095238208770752,1.9931226968765259
23,0.25765305757522583,2.0409319400787354,0.2857142984867096,2.001560926437378
24,0.24872449040412903,2.039381742477417,0.2976190447807312,1.9752981662750244
25,0.25765305757522583,2.0387980937957764,0.2916666567325592,1.9736994504928589
26,0.25637754797935486,2.006556749343872,0.2976190447807312,2.004746198654175
27,0.2410714328289032,2.030991792678833,0.3095238208770752,1.9434159994125366
28,0.2602040767669678,1.9950867891311646,0.3095238208770752,1.9382050037384033
29,0.26658162474632263,1.9819382429122925,0.3035714328289032,1.9263721704483032
30,0.2627550959587097,1.9773832559585571,0.3333333432674408,1.9316155910491943
31,0.25765305757522583,1.9597136974334717,0.369047611951828,1.9113987684249878
32,0.28698980808258057,1.9670602083206177,0.2976190447807312,1.9098972082138062
33,0.2691326439380646,1.9347718954086304,0.3154761791229248,1.911466360092163
34,0.2678571343421936,1.9443470239639282,0.3511904776096344,1.8735685348510742
35,0.2716836631298065,1.9237016439437866,0.3333333432674408,1.8861486911773682
36,0.28316327929496765,1.9248238801956177,0.363095223903656,1.8641927242279053
37,0.2895408272743225,1.9196701049804688,0.3095238208770752,1.8432613611221313
38,0.3125,1.8832080364227295,0.3095238208770752,1.8693071603775024
39,0.28826531767845154,1.8956811428070068,0.363095223903656,1.8414126634597778
40,0.31505101919174194,1.8763132095336914,0.3452380895614624,1.817704677581787
41,0.32780611515045166,1.8465765714645386,0.380952388048172,1.8153127431869507
42,0.3125,1.8486878871917725,0.3571428656578064,1.82610285282135
43,0.2984693944454193,1.8539199829101562,0.3392857015132904,1.8042362928390503
44,0.31122449040412903,1.8382099866867065,0.3452380895614624,1.8104231357574463
45,0.3214285671710968,1.8251981735229492,0.3035714328289032,1.8081647157669067
46,0.3392857015132904,1.8068406581878662,0.369047611951828,1.770930290222168
47,0.33673468232154846,1.7978934049606323,0.3571428656578064,1.779880166053772
48,0.3252550959587097,1.8164442777633667,0.3511904776096344,1.7607438564300537
49,0.3252550959587097,1.7985087633132935,0.3214285671710968,1.7885822057724
50,0.3341836631298065,1.798304796218872,0.3511904776096344,1.7660226821899414
51,0.3431122303009033,1.771713376045227,0.3392857015132904,1.7675766944885254
52,0.3405612111091614,1.7680593729019165,0.3452380895614624,1.7413593530654907
53,0.34183672070503235,1.781170129776001,0.3392857015132904,1.7659052610397339
54,0.37627550959587097,1.7431858777999878,0.3511904776096344,1.7281792163848877
55,0.3698979616165161,1.7451680898666382,0.3273809552192688,1.7831476926803589
56,0.3227040767669678,1.7445499897003174,0.363095223903656,1.7313488721847534
57,0.3303571343421936,1.731675624847412,0.375,1.7248914241790771
58,0.3647959232330322,1.7370082139968872,0.380952388048172,1.7372599840164185
59,0.35841837525367737,1.733505129814148,0.380952388048172,1.6993838548660278
60,0.3801020383834839,1.6981767416000366,0.369047611951828,1.705308437347412
61,0.3660714328289032,1.7030404806137085,0.369047611951828,1.6977201700210571
62,0.37755101919174194,1.7037866115570068,0.369047611951828,1.6928222179412842
63,0.39158162474632263,1.660353183746338,0.375,1.6956065893173218
64,0.37627550959587097,1.6783217191696167,0.3571428656578064,1.6907050609588623
65,0.38265305757522583,1.6708192825317383,0.380952388048172,1.6903108358383179
66,0.36862245202064514,1.6639471054077148,0.380952388048172,1.67488694190979
67,0.40051019191741943,1.6139249801635742,0.369047611951828,1.6948082447052002
68,0.39030611515045166,1.6539475917816162,0.380952388048172,1.6570097208023071
69,0.37244898080825806,1.6550871133804321,0.386904776096344,1.650098204612732
70,0.42091837525367737,1.6181427240371704,0.3928571343421936,1.6381663084030151
71,0.39158162474632263,1.637858510017395,0.4047619104385376,1.6289703845977783
72,0.3839285671710968,1.6429325342178345,0.3511904776096344,1.6873304843902588
73,0.4068877696990967,1.6377750635147095,0.3988095223903656,1.642708420753479
74,0.41326531767845154,1.5912913084030151,0.375,1.634734869003296
75,0.4158163368701935,1.6005988121032715,0.386904776096344,1.6507288217544556
76,0.3966836631298065,1.5990417003631592,0.4285714328289032,1.615118145942688
77,0.4196428656578064,1.6011356115341187,0.3988095223903656,1.6148265600204468
78,0.42984694242477417,1.5595510005950928,0.3988095223903656,1.597710371017456
79,0.4158163368701935,1.5834341049194336,0.4047619104385376,1.6236755847930908
80,0.3979591727256775,1.5837290287017822,0.4107142984867096,1.5970243215560913
81,0.43494898080825806,1.5485037565231323,0.4107142984867096,1.5957753658294678
82,0.4336734712123871,1.5421127080917358,0.4285714328289032,1.5758944749832153
83,0.44515305757522583,1.5580949783325195,0.369047611951828,1.658367395401001
84,0.4247449040412903,1.5551284551620483,0.3988095223903656,1.586948037147522
85,0.4107142984867096,1.5485036373138428,0.4464285671710968,1.5629663467407227
86,0.43494898080825806,1.5271445512771606,0.4166666567325592,1.5844871997833252
87,0.4247449040412903,1.5181636810302734,0.4166666567325592,1.56475031375885
88,0.4323979616165161,1.5047410726547241,0.4345238208770752,1.5790648460388184
89,0.4323979616165161,1.5226349830627441,0.4226190447807312,1.5590635538101196
90,0.41198980808258057,1.522246241569519,0.4285714328289032,1.5572335720062256
91,0.4464285671710968,1.497085690498352,0.4107142984867096,1.5615224838256836
92,0.4094387888908386,1.496838927268982,0.4226190447807312,1.542682409286499
93,0.4413265287876129,1.4874790906906128,0.4047619104385376,1.5465033054351807
94,0.44005101919174194,1.4911667108535767,0.4166666567325592,1.5749861001968384
95,0.4464285671710968,1.4859369993209839,0.4226190447807312,1.5267881155014038
96,0.4642857015132904,1.4637398719787598,0.4345238208770752,1.5302002429962158
97,0.4591836631298065,1.470012903213501,0.4166666567325592,1.563200831413269
98,0.43112245202064514,1.497227668762207,0.4285714328289032,1.5416185855865479
99,0.46301019191741943,1.4461089372634888,0.4345238208770752,1.5178197622299194
0,0.1071428582072258,2.3446083068847656,0.1011904776096344,2.304375410079956
1,0.1071428582072258,2.2945663928985596,0.2142857164144516,2.245176315307617
2,0.12244898080825806,2.2799160480499268,0.25,2.2248644828796387
3,0.13520407676696777,2.2467145919799805,0.1964285671710968,2.152864933013916
4,0.17474490404129028,2.1866743564605713,0.244047611951828,2.076169013977051
5,0.19897958636283875,2.114440441131592,0.255952388048172,2.0206398963928223
6,0.21683673560619354,2.0778086185455322,0.244047611951828,2.03943133354187
7,0.23852041363716125,2.0343151092529297,0.2142857164144516,2.042060136795044
8,0.22193877398967743,2.025885820388794,0.2380952388048172,2.002586841583252
9,0.21811224520206451,2.0259511470794678,0.2678571343421936,1.9133800268173218
10,0.23341836035251617,1.9916647672653198,0.2142857164144516,2.001559019088745
11,0.25,1.9780231714248657,0.2857142984867096,1.875286340713501
12,0.28826531767845154,1.9213465452194214,0.2857142984867096,1.8488152027130127
13,0.24744898080825806,1.9048717021942139,0.3095238208770752,1.8143342733383179
14,0.27040815353393555,1.8943328857421875,0.3452380895614624,1.7915740013122559
15,0.2767857015132904,1.8737672567367554,0.2916666567325592,1.7863248586654663
16,0.2946428656578064,1.8601257801055908,0.3214285671710968,1.797478437423706
17,0.32780611515045166,1.8320293426513672,0.3333333432674408,1.7987871170043945
18,0.30994898080825806,1.808629035949707,0.4107142984867096,1.7255094051361084
19,0.3265306055545807,1.7873799800872803,0.3214285671710968,1.7910451889038086
20,0.3035714328289032,1.8413989543914795,0.3511904776096344,1.7542760372161865
21,0.32780611515045166,1.7607208490371704,0.3928571343421936,1.6941587924957275
22,0.3252550959587097,1.7136051654815674,0.380952388048172,1.6846476793289185
23,0.3392857015132904,1.7020900249481201,0.4345238208770752,1.666459083557129
24,0.3788265287876129,1.7038099765777588,0.4285714328289032,1.651648759841919
25,0.3647959232330322,1.699918508529663,0.3988095223903656,1.6688330173492432
26,0.3482142984867096,1.6755855083465576,0.386904776096344,1.67079758644104
27,0.37627550959587097,1.6283645629882812,0.4047619104385376,1.6311918497085571
28,0.3941326439380646,1.611178994178772,0.4404761791229248,1.6174105405807495
29,0.39540815353393555,1.607743263244629,0.3392857015132904,1.737118124961853
30,0.375,1.6361465454101562,0.375,1.6615773439407349
31,0.3469387888908386,1.64751398563385,0.4464285671710968,1.620604395866394
32,0.3966836631298065,1.579978108406067,0.4285714328289032,1.6324059963226318
33,0.3979591727256775,1.558830738067627,0.4345238208770752,1.558169960975647
34,0.40051019191741943,1.5537171363830566,0.3928571343421936,1.616323709487915
35,0.4030612111091614,1.5335336923599243,0.386904776096344,1.6863819360733032
36,0.3966836631298065,1.552299976348877,0.3392857015132904,1.6769509315490723
37,0.40051019191741943,1.5073497295379639,0.4107142984867096,1.6832542419433594
38,0.4323979616165161,1.4948625564575195,0.4642857015132904,1.5641292333602905
0,0.11862245202064514,2.3185131549835205,0.0892857164144516,2.3091883659362793
1,0.09693877398967743,2.3179612159729004,0.130952388048172,2.2948718070983887
2,0.11989796161651611,2.2936084270477295,0.125,2.2758843898773193
3,0.1160714253783226,2.271623373031616,0.1011904776096344,2.255730152130127
4,0.1390306055545807,2.260979652404785,0.1726190447807312,2.2323429584503174
5,0.14795918762683868,2.2214653491973877,0.1071428582072258,2.180664539337158
6,0.14413265883922577,2.192250967025757,0.2202380895614624,2.114471912384033
7,0.15943877398967743,2.1951005458831787,0.25,2.075425386428833
8,0.16198979318141937,2.138364315032959,0.1666666716337204,2.1576595306396484
9,0.18367347121238708,2.092487335205078,0.2380952388048172,1.9880419969558716
10,0.21556122601032257,2.0281190872192383,0.255952388048172,1.9671894311904907
11,0.21045918762683868,2.0277631282806396,0.1964285671710968,2.059154987335205
12,0.21683673560619354,2.027143716812134,0.2738095223903656,1.9297730922698975
13,0.2359693944454193,1.975264310836792,0.2857142984867096,1.8614346981048584
14,0.25255101919174194,1.938176155090332,0.3571428656578064,1.8207533359527588
15,0.2984693944454193,1.8690125942230225,0.369047611951828,1.782816767692566
16,0.27551019191741943,1.9016132354736328,0.2678571343421936,1.8783689737319946
17,0.2538265287876129,1.90032958984375,0.3392857015132904,1.7905502319335938
18,0.2895408272743225,1.849320888519287,0.3511904776096344,1.738152265548706
19,0.2729591727256775,1.858640193939209,0.375,1.7217864990234375
20,0.31122449040412903,1.830021858215332,0.3095238208770752,1.7855374813079834
21,0.2908163368701935,1.806672215461731,0.3511904776096344,1.699921727180481
22,0.31505101919174194,1.7402780055999756,0.386904776096344,1.6770439147949219
23,0.3392857015132904,1.7180241346359253,0.3273809552192688,1.6714506149291992
24,0.3341836631298065,1.7280378341674805,0.4047619104385376,1.6617958545684814
25,0.34183672070503235,1.7417253255844116,0.3928571343421936,1.69270920753479
26,0.3227040767669678,1.7138789892196655,0.3928571343421936,1.6283825635910034
27,0.35969388484954834,1.6477673053741455,0.3988095223903656,1.6299494504928589
28,0.3558673560619354,1.6467534303665161,0.3452380895614624,1.7617437839508057
29,0.3622449040412903,1.6981016397476196,0.3511904776096344,1.7009468078613281
30,0.3801020383834839,1.5954680442810059,0.4464285671710968,1.538417100906372
