batch_size,total_epochs,patience,epoch,learning_rate,loss,accuracy,val_loss,val_accuracy,fin_accuracy
32,100,5,1,0.0001,2.3219642639160156,0.10204081982374191,2.3067424297332764,0.1130952388048172,41.66667
32,100,5,2,0.0001,2.2938435077667236,0.12117347121238708,2.290052652359009,0.1071428582072258,41.66667
32,100,5,3,0.0001,2.280891180038452,0.1428571492433548,2.2794291973114014,0.1369047611951828,41.66667
32,100,5,4,0.0001,2.2745580673217773,0.1390306055545807,2.2713382244110107,0.1369047611951828,41.66667
32,100,5,5,0.0001,2.2611303329467773,0.14540816843509674,2.265596628189087,0.1369047611951828,41.66667
32,100,5,6,0.0001,2.250561237335205,0.14923469722270966,2.2510478496551514,0.1726190447807312,41.66667
32,100,5,7,0.0001,2.245424270629883,0.17984694242477417,2.2470171451568604,0.184523805975914,41.66667
32,100,5,8,0.0001,2.24177885055542,0.1607142835855484,2.2388951778411865,0.1369047611951828,41.66667
32,100,5,9,0.0001,2.2199697494506836,0.18494898080825806,2.223487377166748,0.1488095223903656,41.66667
32,100,5,10,0.0001,2.2165966033935547,0.1964285671710968,2.2141218185424805,0.1547619104385376,41.66667
32,100,5,11,0.0001,2.206303358078003,0.20790816843509674,2.1979424953460693,0.1666666716337204,41.66667
32,100,5,12,0.0001,2.1939353942871094,0.19515305757522583,2.2063581943511963,0.1607142835855484,41.66667
32,100,5,13,0.0001,2.1819698810577393,0.18877550959587097,2.2058088779449463,0.1369047611951828,41.66667
32,100,5,14,0.0001,2.1617860794067383,0.1964285671710968,2.167712688446045,0.261904776096344,41.66667
32,100,5,15,0.0001,2.1648354530334473,0.23852041363716125,2.1645967960357666,0.1785714328289032,41.66667
32,100,5,16,0.0001,2.148818254470825,0.2232142835855484,2.146745204925537,0.2678571343421936,41.66667
32,100,5,17,0.0001,2.1391916275024414,0.22576530277729034,2.1439144611358643,0.2142857164144516,41.66667
32,100,5,18,0.0001,2.124758720397949,0.22193877398967743,2.1201560497283936,0.2857142984867096,41.66667
32,100,5,19,0.0001,2.103292465209961,0.23724490404129028,2.1129183769226074,0.2678571343421936,41.66667
32,100,5,20,0.0001,2.1044905185699463,0.24872449040412903,2.0962414741516113,0.2738095223903656,41.66667
32,100,5,21,0.0001,2.0863335132598877,0.24617347121238708,2.0820300579071045,0.2976190447807312,41.66667
32,100,5,22,0.0001,2.0806729793548584,0.2767857015132904,2.0679104328155518,0.3035714328289032,41.66667
32,100,5,23,0.0001,2.063638210296631,0.25127550959587097,2.0535664558410645,0.2976190447807312,41.66667
32,100,5,24,0.0001,2.054379463195801,0.26530611515045166,2.052471876144409,0.261904776096344,41.66667
32,100,5,25,0.0001,2.032778739929199,0.2627550959587097,2.0292210578918457,0.3154761791229248,41.66667
32,100,5,26,0.0001,2.038193702697754,0.2640306055545807,2.015065908432007,0.2976190447807312,41.66667
32,100,5,27,0.0001,2.0447206497192383,0.2691326439380646,2.0056238174438477,0.3333333432674408,41.66667
32,100,5,28,0.0001,2.0208544731140137,0.27933672070503235,2.012883424758911,0.2976190447807312,41.66667
32,100,5,29,0.0001,2.0229580402374268,0.26658162474632263,2.0046045780181885,0.3035714328289032,41.66667
32,100,5,30,0.0001,2.011822462081909,0.2640306055545807,2.0122179985046387,0.2797619104385376,41.66667
32,100,5,31,0.0001,1.9879350662231445,0.28698980808258057,1.9860645532608032,0.2797619104385376,41.66667
32,100,5,32,0.0001,1.9930022954940796,0.2589285671710968,1.9664007425308228,0.3035714328289032,41.66667
32,100,5,33,0.0001,1.9789544343948364,0.28316327929496765,1.9608522653579712,0.2976190447807312,41.66667
32,100,5,34,0.0001,1.9568922519683838,0.29591837525367737,1.9514105319976807,0.3214285671710968,41.66667
32,100,5,35,0.0001,1.961808204650879,0.2908163368701935,1.9366909265518188,0.3154761791229248,41.66667
32,100,5,36,0.0001,1.9584347009658813,0.2984693944454193,1.9533590078353882,0.3154761791229248,41.66667
32,100,5,37,0.0001,1.9313007593154907,0.31505101919174194,1.9110932350158691,0.3452380895614624,41.66667
32,100,5,38,0.0001,1.9242420196533203,0.3176020383834839,1.920843243598938,0.3154761791229248,41.66667
32,100,5,39,0.0001,1.9313530921936035,0.2984693944454193,1.9100251197814941,0.2916666567325592,41.66667
32,100,5,40,0.0001,1.910618543624878,0.31122449040412903,1.9121787548065186,0.2976190447807312,41.66667
32,100,5,41,0.0001,1.9272798299789429,0.2997449040412903,1.9026521444320679,0.3095238208770752,41.66667
32,100,5,42,0.0001,1.902346134185791,0.2895408272743225,1.878624677658081,0.3452380895614624,41.66667
32,100,5,43,0.0001,1.8647211790084839,0.3214285671710968,1.8739749193191528,0.3452380895614624,41.66667
32,100,5,44,0.0001,1.9077097177505493,0.2844387888908386,1.8774479627609253,0.3571428656578064,41.66667
32,100,5,45,0.0001,1.888599157333374,0.3073979616165161,1.8790199756622314,0.3392857015132904,41.66667
32,100,5,46,0.0001,1.8592451810836792,0.32780611515045166,1.858917236328125,0.3511904776096344,41.66667
32,100,5,47,0.0001,1.8621550798416138,0.32015305757522583,1.858276605606079,0.363095223903656,41.66667
32,100,5,48,0.0001,1.8471766710281372,0.34948980808258057,1.8414255380630493,0.363095223903656,41.66667
32,100,5,49,0.0001,1.8626476526260376,0.3252550959587097,1.8430124521255493,0.3333333432674408,41.66667
32,100,5,50,0.0001,1.8420013189315796,0.3176020383834839,1.8399220705032349,0.3511904776096344,41.66667
32,100,5,51,0.0001,1.8700288534164429,0.33290815353393555,1.8355923891067505,0.3273809552192688,41.66667
32,100,5,52,0.0001,1.8132719993591309,0.3469387888908386,1.8225083351135254,0.380952388048172,41.66667
32,100,5,53,0.0001,1.816691517829895,0.35076531767845154,1.814239740371704,0.3452380895614624,41.66667
32,100,5,54,0.0001,1.8054783344268799,0.35076531767845154,1.8022161722183228,0.386904776096344,41.66667
32,100,5,55,0.0001,1.7991265058517456,0.3443877696990967,1.8255258798599243,0.3511904776096344,41.66667
32,100,5,56,0.0001,1.7899924516677856,0.3660714328289032,1.800755262374878,0.375,41.66667
32,100,5,57,0.0001,1.7883081436157227,0.35969388484954834,1.7941443920135498,0.3511904776096344,41.66667
32,100,5,58,0.0001,1.7801111936569214,0.3571428656578064,1.815726637840271,0.3452380895614624,41.66667
32,100,5,59,0.0001,1.792349934577942,0.32908162474632263,1.796632170677185,0.3511904776096344,41.66667
32,100,5,60,0.0001,1.77342689037323,0.3405612111091614,1.7692044973373413,0.3511904776096344,41.66667
32,100,5,61,0.0001,1.747159481048584,0.37372449040412903,1.784851312637329,0.3214285671710968,41.66667
32,100,5,62,0.0001,1.7148441076278687,0.38265305757522583,1.767983078956604,0.369047611951828,41.66667
32,100,5,63,0.0001,1.7278351783752441,0.3660714328289032,1.7557698488235474,0.3988095223903656,41.66667
32,100,5,64,0.0001,1.7452685832977295,0.3469387888908386,1.7595735788345337,0.3452380895614624,41.66667
32,100,5,65,0.0001,1.7047637701034546,0.3941326439380646,1.7659143209457397,0.3333333432674408,41.66667
32,100,5,66,0.0001,1.690582275390625,0.39030611515045166,1.7261457443237305,0.4047619104385376,41.66667
32,100,5,67,0.0001,1.7263606786727905,0.3571428656578064,1.7291415929794312,0.3928571343421936,41.66667
32,100,5,68,0.0001,1.7212274074554443,0.34948980808258057,1.7460054159164429,0.375,41.66667
32,100,5,69,0.0001,1.7195338010787964,0.3877550959587097,1.7215697765350342,0.369047611951828,41.66667
32,100,5,70,0.0001,1.6892130374908447,0.3877550959587097,1.7221370935440063,0.380952388048172,41.66667
32,100,5,71,0.0001,1.693141222000122,0.3890306055545807,1.7099616527557373,0.3511904776096344,41.66667
32,100,5,72,0.0001,1.6893304586410522,0.375,1.7073538303375244,0.375,41.66667
32,100,5,73,0.0001,1.665202260017395,0.38265305757522583,1.707301139831543,0.3928571343421936,41.66667
32,100,5,74,0.0001,1.664137840270996,0.3928571343421936,1.6917299032211304,0.3988095223903656,41.66667
32,100,5,75,0.0001,1.6739686727523804,0.38265305757522583,1.6919569969177246,0.3392857015132904,41.66667
32,100,5,76,0.0001,1.6416423320770264,0.4107142984867096,1.6792128086090088,0.4107142984867096,41.66667
32,100,5,77,0.0001,1.644874930381775,0.3979591727256775,1.6843868494033813,0.369047611951828,41.66667
32,100,5,78,0.0001,1.6085216999053955,0.4158163368701935,1.69814932346344,0.380952388048172,41.66667
32,100,5,79,0.0001,1.6209269762039185,0.39158162474632263,1.683109998703003,0.3392857015132904,41.66667
32,100,5,80,0.0001,1.640803337097168,0.3647959232330322,1.6808278560638428,0.386904776096344,41.66667
32,100,5,81,0.0001,1.6189827919006348,0.40816327929496765,1.6578459739685059,0.3988095223903656,41.66667
32,100,5,82,0.0001,1.6541727781295776,0.3877550959587097,1.6517715454101562,0.4107142984867096,41.66667
32,100,5,83,0.0001,1.620164155960083,0.4030612111091614,1.6639337539672852,0.4107142984867096,41.66667
32,100,5,84,0.0001,1.6211960315704346,0.38647958636283875,1.666251540184021,0.386904776096344,41.66667
32,100,5,85,0.0001,1.5862334966659546,0.42602041363716125,1.645930528640747,0.4107142984867096,41.66667
32,100,5,86,0.0001,1.6152608394622803,0.4094387888908386,1.6775872707366943,0.380952388048172,41.66667
32,100,5,87,0.0001,1.5938390493392944,0.3966836631298065,1.6628106832504272,0.3928571343421936,41.66667
32,100,5,88,0.0001,1.5712610483169556,0.42219388484954834,1.627602219581604,0.4226190447807312,41.66667
32,100,5,89,0.0001,1.570664644241333,0.42219388484954834,1.643465280532837,0.3928571343421936,41.66667
32,100,5,90,0.0001,1.589395523071289,0.4285714328289032,1.6288504600524902,0.4226190447807312,41.66667
32,100,5,91,0.0001,1.5945979356765747,0.4196428656578064,1.6553144454956055,0.363095223903656,41.66667
32,100,5,92,0.0001,1.536338210105896,0.44515305757522583,1.6542305946350098,0.386904776096344,41.66667
32,100,5,93,0.0001,1.561503529548645,0.4323979616165161,1.6163302659988403,0.4047619104385376,41.66667
32,100,5,94,0.0001,1.5710861682891846,0.4094387888908386,1.6308372020721436,0.3273809552192688,41.66667
32,100,5,95,0.0001,1.53890061378479,0.4183673560619354,1.6117817163467407,0.4166666567325592,41.66667
32,100,5,96,0.0001,1.5398741960525513,0.4272959232330322,1.6081842184066772,0.4107142984867096,41.66667
32,100,5,97,0.0001,1.5739800930023193,0.42219388484954834,1.6144659519195557,0.386904776096344,41.66667
32,100,5,98,0.0001,1.5093003511428833,0.44897958636283875,1.6044164896011353,0.380952388048172,41.66667
32,100,5,99,0.0001,1.523726224899292,0.44005101919174194,1.5936963558197021,0.4226190447807312,41.66667
32,100,5,100,0.0001,1.516390323638916,0.4375,1.5993739366531372,0.4166666567325592,41.66667
32,75,5,1,0.001,2.3339569568634033,0.12372449040412903,2.2989773750305176,0.0892857164144516,36.90476
32,75,5,2,0.001,2.308492422103882,0.14030611515045166,2.2953858375549316,0.130952388048172,36.90476
32,75,5,3,0.001,2.288301944732666,0.11862245202064514,2.285337448120117,0.095238097012043,36.90476
32,75,5,4,0.001,2.271186590194702,0.13137754797935486,2.272245407104492,0.130952388048172,36.90476
32,75,5,5,0.001,2.2537031173706055,0.15688775479793549,2.278611421585083,0.1369047611951828,36.90476
32,75,5,6,0.001,2.236117362976074,0.17602041363716125,2.1808764934539795,0.2023809552192688,36.90476
32,75,5,7,0.001,2.1596872806549072,0.21301020681858063,2.0988454818725586,0.261904776096344,36.90476
32,75,5,8,0.001,2.1174864768981934,0.2015306055545807,2.047576427459717,0.255952388048172,36.90476
32,75,5,9,0.001,2.089341402053833,0.21045918762683868,2.038383960723877,0.2857142984867096,36.90476
32,75,5,10,0.001,2.02876615524292,0.24362245202064514,1.9221843481063843,0.2916666567325592,36.90476
32,75,5,11,0.001,1.994825839996338,0.23086734116077423,1.9199415445327759,0.261904776096344,36.90476
32,75,5,12,0.001,1.9653794765472412,0.24362245202064514,1.9019784927368164,0.25,36.90476
32,75,5,13,0.001,1.9420442581176758,0.25255101919174194,1.8577569723129272,0.363095223903656,36.90476
32,75,5,14,0.001,1.9242438077926636,0.2780612111091614,1.8472095727920532,0.3095238208770752,36.90476
32,75,5,15,0.001,1.9426391124725342,0.26147958636283875,1.9502639770507812,0.25,36.90476
32,75,5,16,0.001,1.9438962936401367,0.26147958636283875,1.808965802192688,0.3333333432674408,36.90476
32,75,5,17,0.001,1.8717738389968872,0.28316327929496765,1.8182474374771118,0.2738095223903656,36.90476
32,75,5,18,0.001,1.8639250993728638,0.2857142984867096,1.7763478755950928,0.3214285671710968,36.90476
32,75,5,19,0.001,1.8281073570251465,0.2946428656578064,1.8072233200073242,0.2916666567325592,36.90476
32,75,5,20,0.001,1.8189655542373657,0.32015305757522583,1.76214599609375,0.369047611951828,36.90476
32,75,5,21,0.001,1.8038722276687622,0.32015305757522583,1.737701654434204,0.3214285671710968,36.90476
32,75,5,22,0.001,1.7513186931610107,0.34948980808258057,1.730708360671997,0.375,36.90476
32,75,5,23,0.001,1.7827892303466797,0.2997449040412903,1.7433648109436035,0.3273809552192688,36.90476
32,75,5,24,0.001,1.762981653213501,0.3341836631298065,1.7288988828659058,0.3273809552192688,36.90476
